Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
45302,21,Female,B.Tech,CSE,7.36,1,1,7,1,43,6,2,0,Placed
7205,24,Female,BCA,IT,8.25,1,1,2,10,44,4,0,0,Placed
54385,20,Female,B.Tech,IT,6.85,2,3,4,2,43,5,2,0,Placed
4412,19,Female,BCA,ME,6.88,0,3,4,1,54,8,3,0,Placed
51913,20,Female,MCA,ME,6.36,1,1,2,1,84,5,1,1,Placed
33856,19,Male,MCA,IT,6.35,0,4,3,2,73,4,0,1,Not Placed
54597,20,Female,B.Sc,ECE,6.18,1,1,1,10,74,7,3,2,Not Placed
45266,18,Male,B.Sc,IT,7.37,0,4,8,9,60,6,3,1,Placed
60343,18,Male,B.Tech,CSE,7.65,2,5,1,10,56,10,0,0,Placed
21316,23,Female,B.Sc,CSE,7.01,1,5,3,6,55,8,2,0,Placed
94352,18,Male,B.Tech,ECE,7.35,0,1,2,6,83,1,3,2,Not Placed
61124,21,Male,BCA,Civil,5.93,2,5,1,8,58,8,2,0,Placed
31628,23,Male,B.Sc,ECE,8.62,1,5,1,9,93,2,0,0,Placed
24690,23,Male,B.Tech,ECE,6.16,1,2,1,10,40,5,3,2,Not Placed
32792,21,Male,BCA,Civil,7.72,0,6,2,1,77,8,1,2,Placed
58202,19,Female,BCA,ME,6.09,1,3,6,1,44,3,0,0,Placed
16175,24,Male,MCA,Civil,7.45,0,4,4,7,36,10,2,0,Placed
80774,23,Female,B.Sc,CSE,7.26,0,5,6,3,83,7,3,2,Not Placed
57020,22,Male,BCA,CSE,5.63,0,2,8,6,80,8,3,0,Placed
7665,18,Male,BCA,Civil,6.43,1,2,7,2,62,4,3,0,Placed
88192,18,Male,B.Tech,IT,7.6,0,4,8,7,93,8,2,0,Placed
575,20,Male,B.Tech,ECE,7.82,1,3,6,3,37,9,0,0,Placed
87748,19,Female,BCA,IT,7.36,0,3,5,2,94,3,1,0,Placed
60614,24,Female,B.Sc,CSE,7.74,2,3,9,5,71,9,0,0,Placed
7301,19,Male,BCA,ME,7.77,0,2,3,3,85,8,0,1,Not Placed
37503,19,Male,MCA,CSE,8.17,0,1,9,10,63,3,3,0,Placed
89588,24,Female,B.Sc,IT,5.76,2,5,9,1,66,7,3,1,Placed
36632,23,Male,B.Sc,ME,7.99,0,1,9,1,35,1,2,0,Placed
68463,19,Male,BCA,ME,8.24,1,3,8,4,70,2,0,2,Placed
41986,20,Male,B.Tech,CSE,7.87,1,3,7,7,63,3,0,1,Placed
20529,21,Female,BCA,IT,6.54,2,4,9,4,76,5,3,2,Placed
2972,22,Male,B.Tech,IT,7.16,0,6,10,3,86,7,0,3,Not Placed
78203,24,Female,MCA,ECE,6.04,1,5,5,6,49,2,2,2,Not Placed
88519,24,Male,B.Sc,Civil,7.78,1,3,7,7,69,4,1,2,Not Placed
12404,24,Male,B.Sc,ME,6.8,0,3,5,1,46,5,3,0,Placed
55945,18,Female,BCA,ECE,7.42,3,3,3,9,92,8,1,3,Placed
89430,19,Male,B.Tech,ECE,6.12,0,6,10,7,68,2,3,1,Placed
40699,21,Male,B.Tech,Civil,7.07,2,5,9,7,68,5,2,0,Placed
48242,18,Male,B.Tech,CSE,5.36,2,2,1,2,65,2,0,0,Placed
46587,20,Female,B.Tech,IT,6.35,2,3,7,1,75,10,3,0,Placed
31176,19,Male,B.Tech,Civil,7.85,0,5,1,6,53,3,3,2,Not Placed
11207,24,Male,BCA,ECE,6.4,1,6,7,6,43,7,2,1,Placed
94367,18,Male,B.Tech,CSE,5.79,0,2,2,6,54,6,2,0,Placed
93016,19,Male,B.Tech,ECE,9.77,1,3,4,1,64,7,3,0,Placed
37377,19,Male,B.Sc,CSE,7.28,1,6,8,8,87,8,3,0,Placed
62340,19,Male,BCA,ME,8.24,0,3,7,8,53,5,3,0,Placed
92615,21,Male,BCA,IT,6.44,1,2,7,7,45,9,3,0,Placed
68965,20,Male,MCA,Civil,6.65,0,5,3,7,87,2,3,0,Placed
82236,24,Female,B.Sc,IT,7.95,2,2,9,7,63,6,0,0,Placed
61271,19,Female,BCA,ECE,7.41,0,4,7,2,82,1,3,3,Not Placed
57759,21,Female,B.Tech,Civil,5.24,0,4,10,7,62,4,2,1,Not Placed
44493,22,Male,BCA,Civil,9.06,2,6,3,4,59,9,0,0,Placed
82794,22,Male,MCA,IT,6.68,2,1,7,6,75,5,0,0,Placed
47010,23,Female,B.Sc,IT,6.07,2,4,8,3,81,4,1,3,Not Placed
83447,19,Male,MCA,IT,7.73,2,1,8,1,67,9,0,0,Placed
23883,21,Female,BCA,IT,5.9,0,2,5,8,50,4,0,0,Placed
19088,23,Male,B.Sc,ME,4.93,0,3,2,10,60,2,3,0,Placed
12124,24,Male,B.Tech,Civil,6.45,1,5,7,4,100,8,0,2,Placed
28998,22,Female,B.Sc,ME,6.3,1,4,7,4,38,7,1,0,Not Placed
58144,22,Male,MCA,CSE,7.95,1,1,4,9,87,8,1,0,Placed
59167,24,Male,B.Sc,IT,6.7,1,5,10,4,64,5,0,0,Placed
63729,22,Female,BCA,IT,6.92,1,4,1,4,67,9,3,0,Placed
13205,24,Male,MCA,ECE,9.67,0,1,5,6,78,9,2,0,Placed
21523,18,Male,B.Tech,CSE,6.5,0,6,10,3,77,1,3,1,Placed
27222,20,Male,B.Tech,ME,6.54,1,6,8,7,84,8,1,2,Not Placed
78905,18,Male,BCA,Civil,6.48,3,2,9,10,90,9,2,0,Placed
50561,18,Male,B.Tech,ECE,7.6,1,5,2,3,94,8,2,0,Placed
41415,21,Female,B.Tech,IT,7.01,1,2,4,7,35,5,0,0,Placed
51609,19,Female,MCA,Civil,6.35,2,5,2,10,78,3,2,3,Not Placed
48785,20,Male,B.Tech,CSE,7.82,2,3,5,1,73,3,1,0,Placed
48672,21,Female,MCA,ME,5.92,1,5,6,3,70,2,1,0,Placed
87829,22,Female,MCA,IT,7.11,1,3,5,7,54,9,0,2,Placed
38190,24,Male,B.Tech,CSE,5.2,0,3,9,9,74,7,1,1,Placed
75496,23,Male,BCA,IT,8.49,0,5,4,10,53,6,1,0,Placed
31709,20,Male,B.Tech,Civil,5.81,2,5,8,1,67,4,3,1,Placed
84857,20,Male,B.Tech,ME,7.35,0,5,2,9,60,1,3,0,Placed
91928,23,Female,B.Tech,CSE,7.93,1,3,7,10,35,4,3,2,Placed
75611,18,Female,B.Tech,ECE,5.82,0,6,9,4,48,1,2,0,Placed
77648,21,Female,B.Tech,Civil,6.13,2,3,8,6,60,8,1,1,Placed
21434,20,Male,BCA,ME,6.18,0,5,2,10,50,9,3,0,Placed
21833,19,Male,BCA,CSE,6.72,1,6,9,3,100,4,0,1,Placed
9396,22,Male,B.Tech,IT,6.51,0,1,1,4,70,4,1,1,Placed
61136,20,Male,MCA,ME,6.92,3,6,2,4,72,7,0,0,Placed
47525,19,Male,B.Sc,IT,7.38,1,2,8,6,73,1,3,1,Placed
80097,22,Male,MCA,ECE,7.55,0,6,1,1,37,4,0,0,Placed
37332,19,Female,B.Sc,Civil,8.07,0,4,7,7,82,1,1,0,Placed
5761,22,Male,B.Tech,IT,6.19,1,6,3,6,90,7,2,0,Placed
10138,19,Male,BCA,IT,7.92,0,4,7,4,98,10,1,0,Placed
63366,21,Male,MCA,CSE,5.22,1,5,8,8,72,6,2,1,Placed
56893,23,Female,BCA,Civil,5.22,0,4,1,10,45,7,0,0,Not Placed
3838,19,Male,MCA,Civil,7.43,2,4,2,4,42,9,1,0,Placed
33544,23,Male,BCA,IT,8.14,0,5,8,10,83,9,1,0,Placed
53417,23,Male,B.Sc,CSE,7.24,1,2,6,10,74,7,1,0,Placed
86090,24,Male,MCA,Civil,7.33,0,5,1,1,68,10,0,2,Not Placed
29769,19,Male,BCA,ECE,5.85,0,5,4,2,100,2,0,0,Not Placed
1126,23,Female,B.Tech,ME,6.19,0,3,2,9,71,4,0,2,Not Placed
10727,24,Male,MCA,Civil,6.34,1,2,9,6,73,6,0,0,Placed
29195,23,Male,MCA,ME,6.86,0,1,7,2,49,5,1,3,Not Placed
56135,19,Male,BCA,CSE,6.77,1,5,7,7,78,3,0,0,Placed
51052,23,Male,B.Sc,CSE,7.67,1,5,9,4,37,7,2,0,Placed
5829,18,Female,BCA,Civil,7.3,2,4,3,10,37,1,0,0,Placed
84059,22,Female,BCA,IT,6.34,0,3,9,7,40,10,0,0,Placed
58209,21,Male,MCA,CSE,6.89,0,3,4,9,79,6,2,1,Placed
31110,21,Male,B.Tech,ME,6.86,2,6,4,4,79,6,3,0,Placed
30561,21,Male,BCA,IT,4.84,1,3,2,2,75,3,0,0,Placed
46648,18,Male,MCA,CSE,5.84,2,1,1,3,51,10,0,0,Not Placed
37344,21,Male,B.Sc,ECE,8.44,0,1,5,3,41,6,2,0,Placed
26530,24,Female,B.Sc,ME,7.38,1,3,1,3,100,5,2,2,Placed
80109,21,Female,B.Tech,CSE,8.44,0,1,4,8,58,6,1,0,Placed
80618,19,Male,B.Tech,CSE,7.76,2,6,2,6,69,9,0,0,Placed
43882,24,Female,MCA,ECE,8.17,0,2,9,5,49,2,2,0,Not Placed
72987,18,Male,B.Tech,ECE,6.51,0,3,4,2,40,5,2,1,Not Placed
20729,21,Male,B.Tech,ME,7.74,1,2,3,3,90,5,0,2,Placed
55407,21,Male,MCA,ECE,7.0,1,5,9,6,84,5,3,3,Not Placed
5972,21,Male,BCA,CSE,8.78,0,6,5,3,79,7,3,0,Placed
14004,24,Male,B.Tech,CSE,5.94,0,6,4,1,71,5,2,0,Placed
47772,20,Female,B.Sc,IT,7.06,0,1,7,2,78,7,1,1,Placed
22291,24,Male,BCA,CSE,6.55,3,5,5,8,43,6,3,1,Placed
73183,18,Male,BCA,CSE,7.86,0,5,3,2,74,6,3,0,Placed
41625,23,Male,B.Tech,IT,5.84,2,5,7,10,99,3,1,0,Placed
16138,22,Male,B.Tech,IT,6.45,1,6,5,8,80,9,3,0,Placed
70273,19,Male,B.Tech,IT,6.66,2,5,7,7,93,4,2,0,Placed
59503,19,Male,B.Sc,ME,8.03,1,6,4,6,49,7,2,0,Placed
74848,23,Male,B.Sc,Civil,5.98,0,1,3,2,90,10,0,0,Placed
13888,22,Male,B.Tech,ME,7.15,3,1,2,4,54,5,2,0,Placed
58541,22,Male,MCA,CSE,7.96,0,2,8,5,80,1,3,0,Placed
6851,18,Female,MCA,Civil,6.36,1,4,5,7,54,8,1,0,Not Placed
54050,22,Female,B.Tech,ME,6.84,3,4,6,6,72,8,2,0,Placed
6642,24,Male,B.Sc,IT,7.66,1,6,4,5,56,2,0,0,Placed
34094,18,Female,BCA,CSE,7.48,1,2,6,1,51,7,1,1,Placed
49413,21,Female,MCA,CSE,5.83,0,1,6,1,80,4,1,0,Not Placed
45534,21,Male,B.Tech,CSE,7.98,1,5,2,3,41,8,0,0,Placed
62835,24,Female,B.Tech,ME,8.15,1,4,4,9,59,6,3,0,Placed
36950,19,Male,MCA,CSE,7.69,1,3,4,2,55,8,2,0,Placed
34077,21,Female,BCA,Civil,7.35,1,2,3,4,67,9,1,0,Placed
27061,23,Male,BCA,ME,8.52,1,2,5,1,53,9,1,0,Not Placed
90001,18,Male,B.Sc,ME,6.14,1,2,4,8,74,2,2,0,Placed
24781,23,Female,BCA,IT,7.08,3,4,3,2,44,5,2,0,Placed
82299,23,Female,B.Sc,ECE,6.57,0,5,9,3,67,1,1,0,Placed
33531,23,Male,BCA,IT,7.34,0,5,2,6,57,6,2,1,Placed
21123,22,Female,B.Sc,Civil,7.01,0,4,7,8,77,5,2,0,Placed
28724,23,Female,B.Tech,CSE,6.67,0,2,5,8,35,2,3,0,Placed
38416,23,Female,B.Tech,ME,7.75,2,2,8,9,43,1,1,0,Placed
61574,24,Female,B.Sc,ECE,7.94,1,2,6,6,60,3,3,0,Placed
38311,20,Female,B.Tech,IT,7.93,1,1,3,8,49,8,3,2,Not Placed
15211,21,Male,B.Tech,ME,8.71,1,3,5,5,43,7,1,2,Not Placed
42907,22,Female,BCA,IT,6.67,0,4,4,7,55,6,2,0,Placed
54107,19,Male,BCA,CSE,7.8,1,1,1,7,51,1,0,0,Placed
46764,23,Female,B.Tech,CSE,6.75,0,3,4,1,40,7,3,0,Placed
74018,23,Female,BCA,CSE,6.7,1,2,6,7,35,7,2,0,Placed
52585,22,Female,B.Tech,ECE,8.6,1,4,4,1,73,6,2,0,Placed
24964,20,Male,B.Tech,ECE,8.07,0,5,9,3,61,5,2,0,Placed
34486,20,Male,B.Sc,ME,6.1,0,5,2,5,57,9,2,2,Not Placed
19782,21,Male,B.Tech,IT,6.5,1,3,3,8,56,3,3,1,Placed
51258,22,Male,MCA,CSE,7.5,0,6,7,3,80,5,2,3,Not Placed
11509,23,Female,B.Tech,ME,6.72,0,5,3,5,43,7,0,1,Not Placed
72628,22,Female,B.Sc,ME,6.27,3,1,5,1,79,5,0,0,Placed
46957,24,Female,B.Tech,ECE,8.22,0,5,9,2,49,8,2,0,Not Placed
47551,24,Male,B.Tech,ME,5.58,1,5,2,8,47,10,1,0,Placed
57807,22,Female,MCA,CSE,8.13,1,4,4,9,39,9,1,0,Placed
9399,20,Female,B.Tech,ECE,5.99,0,4,3,1,77,1,3,0,Placed
28461,22,Female,B.Tech,IT,6.36,0,5,2,4,96,4,3,1,Placed
51914,20,Male,B.Tech,ECE,7.38,0,3,8,7,100,1,3,0,Placed
21680,22,Female,MCA,CSE,7.94,0,5,3,5,37,7,3,0,Placed
84993,23,Male,B.Sc,ME,7.37,0,3,10,6,71,3,3,0,Placed
53523,20,Male,MCA,ME,7.54,0,2,4,3,92,8,0,0,Placed
74641,21,Female,BCA,ECE,7.58,3,2,10,6,80,6,1,0,Placed
44701,18,Female,B.Sc,CSE,5.35,0,3,6,8,84,2,3,0,Placed
35941,23,Male,B.Sc,ECE,6.69,1,4,1,1,68,3,2,0,Placed
16858,21,Female,B.Sc,IT,5.17,1,1,8,4,37,8,2,0,Placed
81783,21,Female,BCA,Civil,7.87,1,3,4,6,84,1,3,0,Placed
71703,21,Male,B.Tech,CSE,6.02,0,4,5,8,99,5,1,0,Placed
35091,19,Male,B.Tech,Civil,7.17,2,5,6,9,70,1,1,0,Placed
67939,22,Male,B.Tech,IT,7.21,2,3,7,3,57,8,2,1,Placed
33836,23,Female,BCA,Civil,6.32,1,3,2,3,98,1,2,0,Placed
71592,20,Female,MCA,CSE,6.87,0,6,3,3,94,1,2,0,Placed
80071,18,Male,MCA,CSE,7.7,0,3,6,10,79,4,2,1,Placed
48067,20,Male,B.Sc,ME,7.67,1,3,3,2,57,7,2,0,Placed
25240,19,Male,B.Tech,CSE,6.72,0,4,4,9,48,9,0,0,Placed
14376,20,Male,B.Sc,CSE,8.34,0,6,10,6,84,8,3,3,Not Placed
31959,22,Female,BCA,Civil,5.74,1,2,3,10,54,4,1,0,Placed
84906,18,Male,BCA,ME,7.43,2,2,10,8,51,1,2,1,Placed
76157,23,Male,B.Tech,IT,7.56,1,5,6,6,40,5,0,1,Placed
39883,19,Male,B.Tech,CSE,5.83,0,4,4,8,86,1,2,0,Not Placed
59676,24,Female,BCA,ECE,7.23,2,2,2,9,49,10,3,0,Placed
97831,23,Male,B.Sc,Civil,8.09,3,2,4,1,38,10,0,0,Placed
34078,19,Male,BCA,ECE,7.02,1,5,10,2,72,5,0,1,Placed
37966,21,Male,BCA,IT,7.44,1,2,7,6,94,5,3,0,Placed
53392,18,Female,B.Tech,Civil,7.39,1,1,3,2,100,6,0,0,Placed
71484,18,Male,BCA,IT,6.05,1,3,3,9,69,6,3,1,Placed
89687,24,Male,BCA,Civil,8.1,0,1,4,6,36,1,0,0,Placed
9156,23,Male,B.Tech,ME,6.75,1,4,8,5,39,2,1,0,Placed
96876,19,Male,MCA,ECE,7.23,1,2,4,6,87,4,1,0,Placed
25361,19,Female,B.Tech,IT,6.1,1,5,10,10,98,3,1,2,Placed
38827,19,Female,BCA,CSE,6.18,1,3,7,8,83,4,3,0,Placed
41329,20,Male,B.Sc,CSE,6.93,1,4,9,9,38,7,0,0,Placed
87486,20,Female,B.Sc,IT,6.96,1,6,1,6,82,3,0,1,Placed
76417,20,Female,B.Tech,ME,7.25,1,5,8,2,79,8,2,0,Placed
14946,21,Male,BCA,IT,7.68,1,6,4,3,64,10,3,1,Placed
86328,19,Male,BCA,ME,6.82,0,5,5,6,86,9,2,1,Not Placed
779,24,Female,BCA,Civil,7.43,2,5,10,3,80,6,3,0,Placed
29209,23,Female,B.Tech,CSE,8.29,1,1,9,4,98,2,3,0,Placed
12915,23,Male,MCA,CSE,6.49,1,3,5,9,62,5,1,1,Placed
43921,19,Male,MCA,Civil,6.87,1,4,7,5,45,3,2,0,Placed
80190,22,Female,B.Sc,CSE,6.45,1,4,8,8,60,9,3,0,Placed
54996,23,Male,B.Sc,CSE,6.04,1,5,1,6,38,10,1,0,Not Placed
76125,19,Male,BCA,CSE,7.28,2,6,1,3,64,1,0,0,Placed
91592,23,Male,B.Tech,Civil,7.02,2,5,8,2,51,10,0,1,Placed
63350,20,Female,BCA,Civil,7.1,1,1,3,1,45,1,1,0,Placed
53541,23,Female,B.Sc,Civil,6.42,1,2,2,10,79,2,2,0,Placed
31334,21,Male,B.Tech,IT,5.84,0,5,10,3,76,7,3,0,Placed
13797,23,Male,B.Sc,CSE,6.31,2,4,8,10,98,3,3,2,Placed
77497,19,Male,B.Tech,IT,6.71,3,6,5,10,74,4,3,0,Placed
43640,20,Female,B.Sc,CSE,8.37,2,5,5,8,42,1,1,0,Placed
19613,19,Male,B.Sc,ECE,9.63,0,4,5,2,39,6,2,0,Placed
55461,19,Male,B.Sc,IT,7.04,1,5,10,1,47,1,3,0,Placed
92485,20,Male,B.Tech,ECE,6.51,0,4,2,10,45,7,2,0,Placed
73616,20,Male,B.Sc,ME,7.18,1,5,4,8,100,3,2,0,Placed
52749,18,Male,B.Tech,IT,7.21,0,2,7,4,90,6,2,0,Placed
1020,22,Female,B.Tech,ME,6.14,0,4,3,5,63,8,0,1,Placed
79148,21,Female,MCA,Civil,7.1,1,3,5,6,75,6,3,2,Not Placed
45854,23,Male,B.Sc,IT,7.51,2,5,1,1,51,3,0,2,Not Placed
60417,22,Female,B.Tech,CSE,7.38,0,1,9,1,71,9,2,0,Placed
41035,19,Female,MCA,ME,6.91,0,2,1,7,71,7,1,0,Placed
75725,18,Female,BCA,IT,6.6,1,6,10,7,62,7,1,2,Placed
9784,20,Female,B.Sc,IT,7.38,1,1,5,4,77,2,1,0,Placed
58450,21,Female,B.Tech,ME,8.04,0,2,6,1,39,6,0,3,Not Placed
9050,19,Male,B.Tech,IT,6.93,0,2,2,8,70,6,1,0,Placed
10352,23,Male,B.Tech,IT,8.49,0,4,2,3,50,1,3,1,Placed
4989,22,Male,BCA,IT,7.88,2,4,2,2,72,4,0,1,Placed
59376,23,Male,BCA,ME,8.02,2,3,7,5,49,1,3,0,Placed
69658,18,Female,MCA,CSE,7.74,0,6,3,3,49,4,3,0,Placed
43322,23,Male,MCA,CSE,6.72,3,4,3,8,85,3,1,1,Placed
92953,19,Female,MCA,CSE,5.85,2,2,8,5,90,6,0,0,Placed
14759,21,Female,B.Tech,IT,6.87,2,5,9,7,44,1,0,0,Placed
27661,21,Male,B.Tech,ECE,7.78,3,5,9,9,74,2,1,0,Placed
79495,23,Female,MCA,IT,6.95,1,2,5,1,55,2,0,1,Placed
78312,19,Female,B.Sc,IT,6.65,0,1,4,2,82,1,0,0,Placed
82479,19,Male,MCA,IT,7.77,0,6,6,6,76,10,0,0,Placed
32841,20,Female,MCA,ME,8.56,2,4,6,4,51,7,0,0,Placed
98752,20,Male,B.Sc,Civil,8.09,2,5,10,3,35,10,3,0,Placed
81748,19,Male,MCA,ME,8.46,0,3,5,2,66,7,3,0,Placed
41915,19,Male,B.Tech,Civil,6.42,1,1,2,5,86,10,2,0,Placed
95709,19,Male,MCA,CSE,6.34,1,3,7,10,89,9,2,1,Placed
99825,21,Male,B.Tech,ECE,6.39,3,6,1,2,88,2,1,0,Placed
53166,20,Female,B.Sc,IT,6.33,0,4,6,6,35,9,1,0,Placed
97195,20,Female,B.Sc,Civil,6.38,1,6,7,9,50,8,1,0,Placed
75321,23,Male,B.Tech,Civil,7.47,1,6,9,7,48,2,3,2,Not Placed
4206,19,Male,MCA,ME,7.54,0,2,2,9,78,4,3,0,Placed
87387,24,Male,B.Tech,CSE,6.03,0,5,8,3,98,7,1,3,Placed
34695,23,Male,B.Tech,ECE,7.56,0,5,10,5,61,3,1,0,Placed
65678,19,Male,B.Tech,Civil,6.55,2,1,5,1,47,6,0,0,Placed
72254,20,Male,B.Tech,ME,7.68,1,1,6,3,42,1,0,1,Placed
51318,19,Female,BCA,ECE,6.59,1,3,9,3,89,10,2,0,Placed
6216,19,Female,MCA,IT,7.86,1,3,4,9,50,9,2,0,Placed
76061,20,Male,BCA,ECE,6.16,0,4,7,9,88,7,3,0,Placed
29985,18,Female,B.Sc,Civil,7.7,0,6,1,5,58,6,1,0,Placed
33555,18,Female,B.Sc,ME,6.64,1,6,1,8,39,9,3,0,Placed
75295,21,Male,B.Tech,ME,7.14,1,4,9,1,90,3,0,0,Placed
84545,22,Male,MCA,CSE,6.24,0,5,4,1,61,2,0,0,Placed
74349,20,Male,B.Sc,ECE,7.0,1,5,10,3,80,10,1,0,Placed
70700,24,Male,B.Sc,ECE,7.42,2,4,9,6,88,2,1,1,Placed
70817,20,Male,BCA,CSE,6.17,0,3,4,9,76,9,2,2,Not Placed
14646,24,Male,B.Tech,ME,6.01,0,3,4,5,77,6,0,1,Placed
26931,19,Male,MCA,CSE,7.73,0,3,3,6,98,8,0,0,Placed
13849,21,Male,B.Tech,CSE,6.28,0,3,3,4,72,2,1,0,Placed
43149,23,Male,B.Tech,IT,6.86,0,6,4,8,56,2,3,0,Placed
13204,18,Male,B.Tech,CSE,7.05,0,1,4,5,73,3,2,0,Placed
17709,24,Male,BCA,Civil,6.38,2,3,7,9,41,6,0,0,Placed
28592,20,Male,BCA,IT,8.64,0,2,4,6,49,1,1,1,Placed
40465,21,Male,BCA,IT,6.5,2,3,3,2,43,2,3,2,Not Placed
60481,22,Male,B.Sc,IT,6.87,0,5,5,10,91,4,2,1,Placed
7500,22,Female,BCA,ME,5.77,0,6,8,4,84,10,2,0,Placed
24633,18,Male,MCA,ECE,7.91,0,2,1,1,90,7,3,3,Not Placed
5568,24,Female,B.Sc,ME,5.36,2,1,9,6,73,1,0,0,Placed
13003,22,Female,B.Tech,Civil,6.38,1,1,4,6,93,1,0,2,Not Placed
69291,24,Male,MCA,CSE,5.89,1,3,4,3,90,1,0,1,Placed
33019,21,Male,B.Tech,Civil,6.44,1,6,10,8,81,6,0,0,Placed
10059,22,Female,B.Sc,ECE,6.35,1,2,7,6,93,6,3,0,Placed
2123,21,Male,B.Tech,ME,6.33,1,1,8,9,48,6,0,0,Placed
88285,24,Female,B.Tech,ECE,7.83,0,2,1,2,92,10,0,0,Placed
35762,23,Female,BCA,CSE,7.32,0,5,2,5,58,8,1,0,Placed
74307,24,Male,B.Sc,CSE,5.26,1,3,1,4,69,5,2,0,Placed
96990,21,Male,B.Sc,Civil,8.07,1,1,9,8,42,6,2,1,Placed
35461,23,Female,B.Tech,ECE,7.56,2,5,8,1,77,8,1,1,Placed
16714,20,Male,B.Sc,IT,5.98,2,4,10,4,95,9,0,0,Placed
36292,21,Male,B.Tech,CSE,6.82,1,2,10,1,94,3,2,1,Placed
60501,23,Female,B.Tech,ECE,8.49,3,2,9,2,93,8,0,0,Placed
4514,18,Male,B.Tech,ME,7.79,1,6,9,7,53,4,2,0,Placed
78630,22,Female,B.Tech,CSE,8.89,1,4,5,9,68,2,2,0,Placed
46354,18,Female,BCA,Civil,8.25,1,2,1,9,68,2,0,0,Placed
2760,22,Male,BCA,IT,4.64,0,4,8,4,43,4,1,0,Not Placed
23759,21,Male,BCA,ECE,8.04,0,2,7,8,85,2,2,0,Placed
76163,21,Male,MCA,IT,6.91,0,2,3,5,88,8,3,0,Placed
783,21,Female,BCA,IT,6.62,0,1,4,2,41,5,3,0,Placed
24841,21,Male,B.Sc,ECE,5.73,0,2,4,4,39,8,0,0,Not Placed
25337,20,Male,B.Tech,CSE,6.65,0,4,2,10,62,5,3,0,Not Placed
77615,21,Female,MCA,CSE,9.0,1,5,1,6,39,5,3,0,Placed
20169,21,Male,B.Sc,ME,8.43,0,1,5,9,77,7,1,0,Placed
89467,23,Male,B.Tech,ECE,6.09,0,5,10,4,56,1,1,0,Placed
49908,21,Female,B.Tech,Civil,5.86,2,4,2,10,40,1,0,0,Placed
81952,22,Male,B.Tech,CSE,7.96,0,6,1,3,65,7,1,0,Placed
40830,23,Male,BCA,ECE,6.07,0,4,10,8,63,7,0,1,Not Placed
76029,24,Male,B.Tech,ME,6.66,1,1,9,4,90,8,0,0,Placed
93284,18,Male,B.Tech,CSE,6.6,0,1,10,9,69,4,1,3,Not Placed
55010,22,Male,MCA,ME,7.87,1,6,5,6,55,8,3,0,Placed
93946,19,Male,MCA,CSE,7.11,1,2,10,2,55,4,1,1,Placed
24855,19,Female,B.Sc,IT,5.25,1,4,4,3,98,8,3,0,Placed
30131,23,Male,MCA,IT,6.62,0,5,3,2,38,8,1,0,Not Placed
71910,18,Male,B.Sc,IT,7.47,1,4,1,7,96,1,2,0,Placed
89896,23,Female,MCA,CSE,6.5,0,1,7,4,72,9,2,0,Placed
33863,23,Male,BCA,Civil,6.98,0,6,6,3,64,9,1,1,Placed
2993,24,Female,BCA,CSE,7.63,0,2,9,9,94,10,1,0,Placed
25684,22,Male,B.Tech,ECE,5.32,0,2,8,5,58,10,3,2,Not Placed
48015,24,Male,B.Tech,IT,6.12,0,1,3,7,91,10,1,0,Placed
3322,18,Male,B.Tech,CSE,9.1,0,1,4,9,35,2,1,1,Placed
61216,24,Male,B.Tech,ME,6.67,2,3,10,9,39,6,1,0,Placed
11015,19,Female,BCA,CSE,7.0,0,4,9,3,70,4,0,0,Not Placed
65346,20,Female,B.Sc,IT,6.84,2,1,3,2,51,6,2,0,Placed
15343,18,Male,B.Tech,Civil,6.31,1,4,4,4,35,4,3,0,Placed
42967,20,Male,B.Tech,CSE,6.18,0,3,3,1,74,9,2,0,Placed
15442,23,Male,B.Tech,CSE,7.61,0,1,7,6,79,4,3,0,Placed
22437,19,Male,MCA,IT,7.72,1,1,6,9,97,6,1,0,Placed
49798,23,Male,MCA,CSE,6.55,0,3,3,4,44,2,3,0,Placed
62409,22,Male,B.Sc,IT,6.66,0,6,4,3,92,8,1,3,Not Placed
98345,22,Male,B.Sc,CSE,6.73,1,5,4,7,96,6,0,0,Placed
95442,24,Male,B.Sc,ME,5.01,1,1,2,1,54,10,0,2,Placed
97442,21,Female,BCA,ME,7.24,0,2,9,3,76,7,3,0,Placed
23477,20,Male,B.Sc,ME,6.06,1,5,6,8,38,8,3,1,Placed
21175,24,Male,B.Sc,IT,8.15,1,1,7,10,79,3,3,0,Placed
84352,21,Male,B.Tech,ECE,7.28,1,2,5,8,98,8,0,0,Placed
25787,22,Female,BCA,Civil,6.59,2,2,10,3,71,3,2,0,Placed
64279,20,Female,MCA,Civil,7.22,1,1,7,5,53,3,1,3,Not Placed
5911,19,Male,BCA,IT,8.11,0,6,6,1,78,8,0,0,Placed
55327,19,Female,MCA,ME,4.85,0,6,1,5,60,5,3,1,Not Placed
64355,19,Female,B.Tech,CSE,7.4,0,6,7,7,84,1,2,0,Placed
92767,19,Male,BCA,CSE,5.63,3,3,8,9,68,8,1,0,Placed
70956,23,Male,B.Tech,ECE,7.24,2,2,9,2,100,5,3,0,Placed
